"","st_id","op_id","op_date","st_alt","st_dist_source","st_t_jan","st_t_jui","sp_nom","sp_effectif"
"26046",1105,3350,"8/9/2005 00:00:00",57,25,4.4,18.3,"Cottus gobio",26
"10791",242,1314,"4/6/1991 00:00:00",180,95,2.5,18.2,"Perca fluviatilis",1
"20692",883,2615,"25/8/2000 00:00:00",75,19.93,5.7,18.3,"Cottus gobio",42
"19020",1028,2389,"15/9/1988 00:00:00",195,10.5,4,18.3,"Phoxinus phoxinus",93
"30781",1437,3817,"3/10/2001 00:00:00",68,125,5,19.3,"Rutilus rutilus",571
"11275",241,1357,"9/9/2003 00:00:00",60,356,3.6,19.8,"Perca fluviatilis",16
"30039",1354,3753,"6/10/1982 00:00:00",NA,NA,6.8,20.1,"Abramis brama",106
"18886",1150,2364,"22/9/1986 00:00:00",200,9.8,4.3,18,"Salmo trutta fario",3
"24916",1162,3194,"27/5/1999 00:00:00",5,663,4.5,18.8,"Platichthys flesus",33
"8517",130,1010,"23/5/2000 00:00:00",2,15,4.4,18.1,"Esox lucius",10
"10283",246,1255,"23/3/2000 00:00:00",50,76,3.5,19.3,"Rutilus rutilus",6
"25001",1162,3207,"11/5/2000 00:00:00",5,663,4.5,18.8,"Alburnus alburnus",1
"30898",1330,3825,"6/9/2001 00:00:00",34,57,5.9,19.7,"Anguilla anguilla",5
"34231",1385,4102,"20/6/2007 00:00:00",16,247,5.6,20.1,"Squalius cephalus",2
"20641",1001,2608,"28/9/2000 00:00:00",121,13.45,4.9,18.2,"Lampetra planeri",2
"9629",207,1170,"22/4/1988 00:00:00",100,23,2.9,18.6,"Chondrostoma nasus",17
"38881",1689,4753,"3/10/1995 00:00:00",5,135,6.6,19.4,"Lepomis gibbosus",5
"24942",1107,3198,"7/9/1999 00:00:00",72,14.85,4.4,18.1,"Pungitius pungitius",1
"10277",246,1255,"23/3/2000 00:00:00",50,76,3.5,19.3,"Anguilla anguilla",2
"13602",408,1625,"13/9/2005 00:00:00",97,12,3.8,18.6,"Gobio gobio",1
"17905",1200,2229,"19/9/1986 00:00:00",245,2.7,4,18.1,"Salmo trutta fario",16
"22929",919,2912,"2/9/2004 00:00:00",41,22.62,6,18.2,"Gobio gobio",8
"3206",482,382,"4/12/1984 00:00:00",NA,NA,3.9,20.1,"Anguilla anguilla",1
"25733",858,3294,"29/9/2004 00:00:00",141,44,3.9,18.6,"Phoxinus phoxinus",216
"26410",871,3418,"12/9/2007 00:00:00",NA,NA,4.9,18.4,"Abramis brama",1
"32372",1339,3947,"4/9/2002 00:00:00",145,13,4.8,18.7,"Gobio gobio",184
"12555",599,1509,"16/9/2004 00:00:00",69,20,4,19.8,"Esox lucius",2
"13551",534,1619,"5/10/2005 00:00:00",75,7,4,19.6,"Sander lucioperca",1
"36709",1867,4479,"10/10/1990 00:00:00",45,13,6.8,18.6,"Cottus gobio",18
"30400",1359,3786,"25/9/2000 00:00:00",83,23,4.5,19.8,"Squalius cephalus",1
"32366",1411,3946,"3/9/2002 00:00:00",35,146,5.8,19.7,"Abramis brama",498
"1241",667,152,"2/5/1990 00:00:00",NA,NA,4,19.4,"Alburnus alburnus",2
"10539",516,1279,"17/9/1996 00:00:00",82,2,3.9,19.1,"Oncorhynchus mykiss",10
"35085",1714,4242,"10/10/1991 00:00:00",45,22.22,6.2,18.7,"Barbatula barbatula",412
"26032",1106,3347,"6/9/2005 00:00:00",59,19.81,4.3,18.2,"Salmo trutta fario",128
"12744",462,1532,"4/10/2005 00:00:00",NA,8,4,19.4,"Carassius carassius",3
"26782",1411,3463,"19/9/1996 00:00:00",35,146,5.8,19.7,"Blicca bjoerkna",56
"11835",514,1431,"24/6/2004 00:00:00",80,13,3.9,19.6,"Rutilus rutilus",89
"4287",432,499,"23/9/1992 00:00:00",85,4,3.6,19.9,"Lampetra planeri",9
"37367",1832,4562,"23/9/1986 00:00:00",73,9,6.6,18.4,"Rutilus rutilus",1
"11877",661,1435,"15/6/2004 00:00:00",29,411,4.5,20.4,"Scardinius erythrophthalmus",1
"38507",1517,4705,"30/6/1987 00:00:00",102,24,6.3,18,"Salmo trutta fario",64
"2161",179,261,"20/6/1996 00:00:00",46,63,3.9,18.8,"Perca fluviatilis",12
"15414",55,1861,"20/9/2007 00:00:00",31,30,3.7,18.9,"Cyprinus carpio",1
"23302",758,2957,"27/9/2006 00:00:00",90,15,6.2,17.9,"Phoxinus phoxinus",221
"27654",1438,3536,"22/10/1999 00:00:00",54,42,5,19.6,"Blicca bjoerkna",2
"14050",506,1684,"20/9/2006 00:00:00",57,277,3.8,20,"Rutilus rutilus",11
"18671",919,2335,"31/8/1993 00:00:00",41,22.62,6,18.2,"Gobio gobio",7
"34320",1578,4118,"29/9/1983 00:00:00",100,2,6.9,17.6,"Cottus gobio",12
"10004",246,1229,"27/6/1996 00:00:00",50,76,3.5,19.3,"Rutilus rutilus",9
"22394",760,2840,"29/6/2005 00:00:00",14,138,5.5,18.5,"Anguilla anguilla",104
"13008",454,1557,"6/9/2005 00:00:00",41,454,4,19.7,"Anguilla anguilla",3
"26657",1266,3451,"1/9/1995 00:00:00",10,24,5.9,20.1,"Barbatula barbatula",42
"16984",754,2086,"23/9/1992 00:00:00",44,7,5.4,18.3,"Anguilla anguilla",40
"8159",617,945,"17/5/2001 00:00:00",59,16,4.1,19.8,"Carassius carassius",5
"3874",42,458,"24/10/1995 00:00:00",138,39,3,18.5,"Perca fluviatilis",6
"12671",186,1522,"28/6/2005 00:00:00",33,49,3.9,18.9,"Perca fluviatilis",4
"37109",1706,4523,"15/6/1994 00:00:00",54,11,6.1,18.6,"Lampetra planeri",19
"19286",1036,2430,"21/10/1991 00:00:00",195,22,4.3,18.2,"Rutilus rutilus",1
"19729",1037,2487,"22/10/1993 00:00:00",80,94,5,18.5,"Phoxinus phoxinus",9
"34785",1458,4202,"1/9/1994 00:00:00",25,36,7.2,17.6,"Barbatula barbatula",128
"21682",704,2743,"23/9/2003 00:00:00",40,43.16,4.9,18.4,"Phoxinus phoxinus",529
"7757",661,901,"14/9/1995 00:00:00",29,411,4.5,20.4,"Alburnus alburnus",77
"38845",1717,4749,"12/9/1995 00:00:00",4,27,6.6,18.6,"Lepomis gibbosus",2
"15741",716,1902,"26/9/1983 00:00:00",12,68,5.2,18.5,"Cottus gobio",3
"4093",41,480,"10/10/2000 00:00:00",155,5,2.9,18.5,"Barbatula barbatula",7
"10957",244,1329,"28/9/1995 00:00:00",42,294,4,19.6,"Abramis brama",96
"18143",1220,2258,"22/10/1986 00:00:00",150,10.8,4,18.6,"Rutilus rutilus",15
"25483",860,3266,"13/10/1998 00:00:00",32,110,4.8,18.6,"Barbatula barbatula",30
"26322",1176,3397,"4/10/2007 00:00:00",NA,NA,4.4,18.2,"Salmo trutta fario",1
"35651",1767,4350,"20/6/1983 00:00:00",18,15,6.3,18.6,"Rutilus rutilus",13
"2965",53,351,"10/4/2002 00:00:00",5,25,4.2,18.2,"Gobio gobio",22
"4785",454,551,"24/9/1998 00:00:00",41,454,4,19.7,"Alburnus alburnus",418
"6077",375,691,"13/10/1999 00:00:00",34,25,4,19.4,"Perca fluviatilis",7
"20478",1227,2585,"4/9/2000 00:00:00",113,57,4.2,19.5,"Rutilus rutilus",11
"39330",1781,4807,"13/10/1998 00:00:00",47,22.96,5.8,18.6,"Salmo salar",9
"17705",1019,2199,"7/9/1984 00:00:00",65,26,5.1,18.6,"Salmo trutta fario",30
"2480",182,294,"28/5/2002 00:00:00",16,135,4.3,18.7,"Abramis brama",110
"35150",1578,4251,"2/10/1984 00:00:00",100,2,6.9,17.6,"Cottus gobio",9
"23060",1011,2928,"29/9/2005 00:00:00",12,62.32,6,18.7,"Salmo salar",21
"5828",374,672,"30/9/1997 00:00:00",34,25,4,19.4,"Cyprinus carpio",2
"33712",1346,4059,"14/5/2007 00:00:00",32,26,5.9,19.7,"Gobio gobio",5
"22038",834,2795,"24/9/2003 00:00:00",54,19.3,5.4,18,"Anguilla anguilla",1
"27036",1440,3485,"5/6/1998 00:00:00",23,15,6.6,20.1,"Lepomis gibbosus",1
"4136",50,483,"25/10/2000 00:00:00",NA,NA,3,18.5,"Gobio gobio",40
"32419",1330,3951,"6/9/2002 00:00:00",34,57,5.9,19.7,"Gymnocephalus cernuus",1
"11480",530,1386,"9/10/2002 00:00:00",NA,NA,3.6,19.3,"Carassius carassius",2
"3484",500,412,"22/11/1989 00:00:00",50,76,3.8,19.7,"Barbatula barbatula",1
"31678",1429,3888,"21/10/1992 00:00:00",75,33,4.6,19.7,"Leuciscus leuciscus",2
"25107",841,3224,"4/9/1984 00:00:00",NA,131,4.5,19.2,"Barbatula barbatula",2
"5661",369,653,"5/9/1995 00:00:00",33,470,3.9,19.4,"Sander lucioperca",2
"30445",1309,3789,"12/9/2000 00:00:00",28,92,5.5,20.5,"Micropterus salmoides",15
"2531",182,301,"12/6/2003 00:00:00",16,135,4.3,18.7,"Alburnus alburnus",12
"14441",63,1724,"11/7/2007 00:00:00",137,31,3,18.6,"Salmo trutta fario",2
"25362",859,3256,"7/10/1997 00:00:00",22,80,4.3,19.3,"Esox lucius",3
"39119",1872,4784,"14/6/1996 00:00:00",9,52,6.8,19.1,"Squalius cephalus",4
"999",183,119,"12/9/1995 00:00:00",9,169,4.5,18.4,"Perca fluviatilis",45
"10447",246,1270,"23/4/2002 00:00:00",50,76,3.5,19.3,"Rutilus rutilus",72
"15018",163,1805,"17/9/2007 00:00:00",NA,NA,3.5,18.6,"Rutilus rutilus",3
"15124",160,1818,"20/9/2007 00:00:00",NA,NA,4.1,18.3,"Cottus gobio",1
"2812",41,335,"30/9/1998 00:00:00",155,5,2.9,18.5,"Salmo trutta fario",24
"28592",1411,3620,"1/9/1998 00:00:00",35,146,5.8,19.7,"Leuciscus leuciscus",41
"11428",527,1378,"26/10/2000 00:00:00",80,7,4,19.6,"Scardinius erythrophthalmus",1
"2654",38,320,"27/9/1994 00:00:00",16,79,4,18.4,"Perca fluviatilis",20
"8856",661,1046,"23/4/2002 00:00:00",29,411,4.5,20.4,"Gobio gobio",7
"1676",578,208,"21/2/1989 00:00:00",35,70,4.4,20.1,"Tinca tinca",1
"39596",1689,4834,"23/9/1997 00:00:00",5,135,6.6,19.4,"Squalius cephalus",8
"12178",450,1469,"8/9/2004 00:00:00",58,285,4,20,"Squalius cephalus",9
"36920",1845,4503,"9/9/1993 00:00:00",94,26,6.8,18,"Lampetra planeri",8
"13171",54,1573,"5/10/2005 00:00:00",39,39,3.6,18.8,"Cottus gobio",26
"26034",1118,3348,"8/9/2005 00:00:00",29,33.21,4.6,18,"Cottus gobio",176
"27416",1270,3516,"11/10/1989 00:00:00",4,75,6.6,19.5,"Gobio gobio",24
"30691",1309,3810,"7/9/1994 00:00:00",28,92,5.5,20.5,"Micropterus salmoides",5
"35129",1716,4248,"14/10/1991 00:00:00",30,23.86,5.9,18.9,"Salmo salar",2
"13732",662,1640,"21/6/2006 00:00:00",35,493,4.5,20.3,"Alburnus alburnus",79
"25201",772,3236,"29/9/1986 00:00:00",NA,110,4.5,19.5,"Lampetra planeri",1
"17456",799,2164,"14/9/1990 00:00:00",51,43.21,5.9,18.1,"Salmo salar",22
"23364",1042,2965,"18/9/2007 00:00:00",209,7.2,4.2,18.2,"Rutilus rutilus",5
"38243",1545,4672,"8/7/1993 00:00:00",215,4,6.1,17,"Perca fluviatilis",18
"10616",515,1289,"9/9/1998 00:00:00",17,544,4.4,19.4,"Cyprinus carpio",1
"8581",133,1019,"2/10/2001 00:00:00",19,54,4.3,18.2,"Anguilla anguilla",4
"21345",979,2701,"8/9/1999 00:00:00",215,19.7,3.7,18.2,"Cottus gobio",433
"13475",514,1611,"23/6/2005 00:00:00",80,13,3.9,19.6,"Squalius cephalus",16
"27029",1439,3484,"4/6/1998 00:00:00",120,6,4.8,20,"Scardinius erythrophthalmus",5
"30483",1287,3793,"23/11/2000 00:00:00",17,308,5.8,20.2,"Rhodeus amarus",4
"31772",1373,3899,"25/4/1989 00:00:00",NA,NA,6.2,20.6,"Barbatula barbatula",1
"28723",1309,3631,"10/9/1998 00:00:00",28,92,5.5,20.5,"Squalius cephalus",56
"25930",1105,3335,"31/8/2006 00:00:00",57,25,4.4,18.3,"Anguilla anguilla",16
"36208",1794,4421,"31/8/1994 00:00:00",33,34,6.9,18.6,"Cottus gobio",128
"31076",1378,3839,"19/6/2002 00:00:00",122,66,5,19.8,"Lepomis gibbosus",15
"7426",662,857,"29/5/1996 00:00:00",35,493,4.5,20.3,"Tinca tinca",1
"26263",1110,3386,"28/8/2007 00:00:00",104,13.12,3.9,18.5,"Squalius cephalus",10
"9974",245,1226,"24/4/1996 00:00:00",41,52,3.8,19.3,"Cobitis taenia",1
"12349",678,1484,"31/8/2004 00:00:00",44,18,4,19.2,"Squalius cephalus",22
"37459",1869,4571,"1/9/1987 00:00:00",20,40,6.7,19,"Rutilus rutilus",13
"37680",1884,4593,"17/6/1992 00:00:00",9,50,6.8,19.2,"Phoxinus phoxinus",125
"35779",1777,4363,"12/10/1989 00:00:00",90,11,5.4,18.5,"Salmo salar",9
"24207",1165,3108,"5/10/2001 00:00:00",19,34,4.7,18.2,"Phoxinus phoxinus",57
"7978",661,924,"26/5/1998 00:00:00",29,411,4.5,20.4,"Gobio gobio",2
"11619",615,1407,"10/6/2004 00:00:00",23,460,4.6,20.3,"Silurus glanis",3
"34647",1736,4180,"8/7/1992 00:00:00",84,6,7,17.7,"Cottus gobio",24
"11453",521,1382,"11/6/2001 00:00:00",21,492,4.3,19.6,"Esox lucius",2
"25810",1169,3311,"25/9/2006 00:00:00",NA,NA,4.6,17.8,"Salmo trutta fario",4
"26120",784,3361,"6/9/2006 00:00:00",NA,NA,4.4,18,"Squalius cephalus",1
"32976",1278,4003,"12/7/2006 00:00:00",48,5,5.8,19.6,"Cottus gobio",24
"11568",133,1401,"24/9/2003 00:00:00",19,54,4.3,18.2,"Anguilla anguilla",31
"5018",449,570,"12/4/2001 00:00:00",47,305,3.9,20.2,"Perca fluviatilis",8
"14246",454,1706,"21/9/2006 00:00:00",41,454,4,19.7,"Chondrostoma nasus",15
"11890",373,1436,"14/9/2004 00:00:00",56,45,3.9,19.1,"Salmo trutta fario",5
"28542",1272,3616,"20/10/1981 00:00:00",3,950,6,20,"Leuciscus idus",2
"22566",11144,2862,"26/6/2006 00:00:00",3,54.2,6,17.7,"Esox lucius",1
"8743",661,1035,"27/4/1999 00:00:00",29,411,4.5,20.4,"Carassius carassius",4
"14857",44,1785,"5/10/2006 00:00:00",20,68,3.8,18.9,"Sander lucioperca",1
"36744",1843,4485,"6/9/1991 00:00:00",45,6,7,18.5,"Barbatula barbatula",40
"36511",1874,4458,"15/9/1988 00:00:00",12,13,7.2,18.7,"Leuciscus leuciscus",29
"13979",252,1675,"11/7/2006 00:00:00",195,27,2.6,18.4,"Gobio gobio",10
"8642",618,1026,"28/5/1998 00:00:00",33,510,4.8,20.8,"Alburnus alburnus",85
"31725",1369,3895,"21/8/1991 00:00:00",34,40,5.7,20.4,"Gobio gobio",26
"29425",1262,3689,"9/10/1985 00:00:00",NA,NA,4.3,18.3,"Perca fluviatilis",6
"61",668,11,"23/5/1990 00:00:00",NA,NA,3.8,18.9,"Gobio gobio",6
"370",515,50,"5/11/1986 00:00:00",17,544,4.4,19.4,"Squalius cephalus",1
"26296",785,3391,"12/9/2007 00:00:00",NA,NA,4.6,18,"Leuciscus leuciscus",1
"889",558,108,"23/8/2001 00:00:00",NA,NA,4.1,19.8,"Phoxinus phoxinus",1
"38179",1537,4661,"21/9/1992 00:00:00",30,35.4,6.8,18,"Phoxinus phoxinus",427
"32484",1381,3955,"3/9/2003 00:00:00",13,893,5.9,20.2,"Petromyzon marinus",1
"10120",249,1239,"7/5/1997 00:00:00",60,280,3.5,19.7,"Barbatula barbatula",1
"39738",1743,4853,"12/10/1995 00:00:00",55,7.14,7.2,17.2,"Barbatula barbatula",53
"25778",860,3304,"27/9/2005 00:00:00",32,110,4.8,18.6,"Squalius cephalus",2
"30899",1330,3825,"6/9/2001 00:00:00",34,57,5.9,19.7,"Blicca bjoerkna",23
"30081",1356,3757,"31/8/1982 00:00:00",NA,NA,4.8,20,"Salmo trutta fario",3
"8316",107,973,"16/6/1988 00:00:00",NA,NA,3.7,18.3,"Gasterosteus aculeatus",10
"5552",378,642,"11/6/1992 00:00:00",75,19,3.9,18.9,"Pungitius pungitius",1
"5973",374,683,"20/10/1998 00:00:00",34,25,4,19.4,"Rutilus rutilus",30
"6783",369,788,"11/6/1996 00:00:00",33,470,3.9,19.4,"Cobitis taenia",1
"39722",1496,4851,"7/9/1995 00:00:00",31,19,6.9,18.4,"Gobio gobio",12
"29597",1401,3709,"6/5/1986 00:00:00",23,57,5.8,19.9,"Abramis brama",2
"5712",403,658,"11/12/1996 00:00:00",31,12,4,19.4,"Barbatula barbatula",5
"8828",614,1043,"27/6/2001 00:00:00",29,428,4.8,20.7,"Gobio gobio",1
"8433",130,997,"14/5/1996 00:00:00",2,15,4.4,18.1,"Esox lucius",5
"7745",614,899,"13/9/1995 00:00:00",29,428,4.8,20.7,"Scardinius erythrophthalmus",10
"23049",1001,2927,"6/9/2005 00:00:00",121,13.45,4.9,18.2,"Barbatula barbatula",43
"37669",1884,4593,"17/6/1992 00:00:00",9,50,6.8,19.2,"Anguilla anguilla",213
"11077",251,1339,"28/4/1998 00:00:00",NA,NA,3.4,19.2,"Tinca tinca",14
"34655",1655,4182,"9/7/1992 00:00:00",12,12,7.3,17.7,"Cottus gobio",28
"18978",970,2382,"16/9/1988 00:00:00",185,7.5,4,18.5,"Barbatula barbatula",7
"6028",369,687,"2/6/1999 00:00:00",33,470,3.9,19.4,"Leuciscus idus",1
"2875",41,341,"5/10/1999 00:00:00",155,5,2.9,18.5,"Salmo trutta fario",34
"12081",39,1457,"15/6/2005 00:00:00",20,37,3.9,18.6,"Anguilla anguilla",1
"38543",1486,4711,"14/9/1989 00:00:00",67,28,6.8,17.7,"Gobio gobio",26
"35425",1591,4310,"1/10/1991 00:00:00",70,16,7.1,17.9,"Phoxinus phoxinus",14
"24272",1105,3119,"11/9/2002 00:00:00",57,25,4.4,18.3,"Squalius cephalus",4
"31847",1439,3906,"21/6/2000 00:00:00",120,6,4.8,20,"Rutilus rutilus",50
"11702",675,1417,"31/8/2004 00:00:00",38,16,4,19.3,"Pungitius pungitius",39
"8833",614,1043,"27/6/2001 00:00:00",29,428,4.8,20.7,"Abramis brama",4
"3385",450,401,"18/10/1989 00:00:00",58,285,4,20,"Blicca bjoerkna",5
"2224",183,268,"18/6/1997 00:00:00",9,169,4.5,18.4,"Rutilus rutilus",9
"37153",1485,4533,"11/10/1983 00:00:00",89,30,6.3,18.1,"Barbatula barbatula",13
"36392",1794,4444,"11/9/1985 00:00:00",33,34,6.9,18.6,"Alburnus alburnus",1
"6879",374,795,"1/10/1996 00:00:00",34,25,4,19.4,"Rutilus rutilus",34
"3715",450,434,"6/5/1998 00:00:00",58,285,4,20,"Sander lucioperca",1
"16741",735,2048,"25/6/1985 00:00:00",74,30,6.2,18,"Rutilus rutilus",18
"21402",954,2708,"17/9/2001 00:00:00",145,4.79,4.6,18.2,"Salmo trutta fario",126
"4651",455,538,"26/9/1995 00:00:00",69,12,3.7,20,"Gobio gobio",20
"5537",390,640,"16/4/1992 00:00:00",25,23,4,19.6,"Rutilus rutilus",16
"34095",1384,4090,"6/9/2007 00:00:00",25,24.1,5.9,19.9,"Lepomis gibbosus",16
"23980",1165,3070,"10/10/1997 00:00:00",19,34,4.7,18.2,"Phoxinus phoxinus",1
"17067",749,2100,"9/9/1993 00:00:00",25,23,5.1,18.4,"Cottus gobio",47
"17074",827,2101,"10/9/1993 00:00:00",52,39.02,4.8,18.5,"Squalius cephalus",1
"1888",591,231,"15/6/1998 00:00:00",42,85,4.2,20,"Squalius cephalus",28
"16234",889,1978,"3/7/1985 00:00:00",42,7.5,5.8,18.5,"Cottus gobio",43
"31666",1358,3887,"7/7/1992 00:00:00",NA,NA,7,20,"Lepomis gibbosus",20
"22867",1080,2904,"3/10/1990 00:00:00",70,12,4.4,18,"Anguilla anguilla",13
"30228",1274,3771,"30/9/1993 00:00:00",11,32.8,6.4,19.6,"Lepomis gibbosus",15
"2581",29,310,"27/10/1988 00:00:00",88,13,3.4,18.7,"Gasterosteus aculeatus",38
"18068",1214,2251,"9/9/1986 00:00:00",120,37.8,4.9,18.5,"Gobio gobio",87
"13111",129,1566,"15/9/2005 00:00:00",4,73,4.4,18.2,"Tinca tinca",4
"19225",1223,2422,"10/9/1991 00:00:00",122,19.62,4.1,19.4,"Lampetra planeri",10
"19238",979,2424,"3/9/1991 00:00:00",215,19.7,3.7,18.2,"Salmo trutta fario",76
"12759",524,1533,"4/10/2005 00:00:00",50,17,4.1,19.6,"Barbatula barbatula",50
"3946",42,465,"26/6/1996 00:00:00",138,39,3,18.5,"Gobio gobio",218
"17686",1017,2197,"27/8/1984 00:00:00",95,19,5,18.4,"Gobio gobio",2
"14775",53,1777,"6/7/2006 00:00:00",5,25,4.2,18.2,"Rutilus rutilus",15
"22049",830,2796,"28/10/2003 00:00:00",155,10.74,5.2,17.7,"Salmo trutta fario",10
"35993",1756,4394,"30/9/1992 00:00:00",135,4,4.9,18.4,"Salmo trutta fario",23
"26515",782,3438,"26/9/2007 00:00:00",51,201.1,4.4,19,"Salmo trutta fario",3
"34686",1581,4187,"16/9/1992 00:00:00",12,34,7.2,17.6,"Salmo trutta fario",97
"38295",1812,4681,"29/8/1995 00:00:00",56,28,7.1,18,"Anguilla anguilla",122
"32356",1411,3946,"3/9/2002 00:00:00",35,146,5.8,19.7,"Cyprinus carpio",2
"28790",1339,3637,"18/9/1997 00:00:00",145,13,4.8,18.7,"Rutilus rutilus",20
"28640",1412,3625,"3/9/1998 00:00:00",87,25,4.9,19.4,"Salmo trutta fario",22
"19868",834,2504,"18/9/1996 00:00:00",54,19.3,5.4,18,"Phoxinus phoxinus",1210
"30041",1352,3754,"5/10/1982 00:00:00",NA,NA,6.9,19.9,"Squalius cephalus",2
"2063",561,248,"26/9/1989 00:00:00",15,465,4.6,18.3,"Salmo salar",5
"54",667,10,"2/5/1990 00:00:00",NA,NA,4,19.4,"Tinca tinca",1
"29678",1403,3717,"5/6/1986 00:00:00",25,51,5.9,19.7,"Anguilla anguilla",38
"6976",371,806,"25/5/2000 00:00:00",40,37,3.9,19.5,"Perca fluviatilis",14
"37829",1844,4611,"13/9/1994 00:00:00",6,44,7.4,18.5,"Leuciscus leuciscus",151
"16428",913,2003,"6/6/1988 00:00:00",2,30,5.9,18,"Esox lucius",2
"21751",883,2752,"1/9/2003 00:00:00",75,19.93,5.7,18.3,"Salmo salar",331
"15406",6,1859,"19/9/2007 00:00:00",149,11,2.8,18.3,"Barbatula barbatula",542
"28596",1330,3621,"1/9/1998 00:00:00",34,57,5.9,19.7,"Blicca bjoerkna",27
"34811",1676,4205,"18/9/1978 00:00:00",80,15,5.4,19,"Cottus gobio",5
"27085",1435,3489,"6/10/1998 00:00:00",25,238,5.7,19.8,"Squalius cephalus",120
"1487",677,178,"4/5/2000 00:00:00",24,300,4.1,19.5,"Sander lucioperca",1
"25918",859,3332,"6/7/2006 00:00:00",22,80,4.3,19.3,"Scardinius erythrophthalmus",1
"35843",1776,4373,"5/10/1990 00:00:00",28,22,5.9,18.7,"Cottus gobio",22
"11343",514,1366,"10/4/1996 00:00:00",80,13,3.9,19.6,"Cyprinus carpio",3
"26751",1274,3460,"30/4/1996 00:00:00",11,32.8,6.4,19.6,"Perca fluviatilis",79
"36938",1794,4505,"24/9/1993 00:00:00",33,34,6.9,18.6,"Squalius cephalus",47
"8908",614,1052,"15/5/2002 00:00:00",29,428,4.8,20.7,"Chondrostoma nasus",2
"11007",243,1333,"26/6/1997 00:00:00",180,30,2.7,18.5,"Oncorhynchus mykiss",2
"39007",1755,4771,"27/11/1996 00:00:00",53,18,5.7,18.7,"Anguilla anguilla",32
"11915",369,1439,"9/7/2004 00:00:00",33,470,3.9,19.4,"Gobio gobio",2
"25449",781,3263,"3/6/1998 00:00:00",33,138,4.4,19.1,"Chondrostoma nasus",1
"6842",369,792,"3/9/1996 00:00:00",33,470,3.9,19.4,"Sander lucioperca",46
"8839",615,1044,"27/6/2001 00:00:00",23,460,4.6,20.3,"Gobio gobio",1
"26331",1167,3401,"10/10/2007 00:00:00",25,11,5,18.1,"Anguilla anguilla",13
"36954",1867,4506,"7/9/1993 00:00:00",45,13,6.8,18.6,"Salmo trutta fario",1
"39244",1504,4797,"9/10/1996 00:00:00",27,42,7.1,17.8,"Salmo trutta fario",11
"34489",1623,4150,"22/11/1988 00:00:00",9,13,7.3,17.7,"Salmo salar",33
"22989",827,2919,"21/9/2004 00:00:00",52,39.02,4.8,18.5,"Cottus gobio",73
"11829",522,1430,"8/6/2004 00:00:00",24,480,4.5,19.9,"Abramis brama",2
"9075",122,1081,"6/7/1988 00:00:00",16,26,4.1,18.2,"Rutilus rutilus",20
"1377",676,169,"18/6/1998 00:00:00",33,26,4,19.6,"Barbatula barbatula",4
"6755",374,786,"9/11/1995 00:00:00",34,25,4,19.4,"Lampetra planeri",2
"38512",1518,4706,"28/3/1988 00:00:00",28,28.89,6.9,18.4,"Rutilus rutilus",165
"6477",395,737,"6/12/1985 00:00:00",NA,NA,3.7,19.5,"Cottus gobio",41
"14128",139,1694,"5/9/2006 00:00:00",88,14,3.9,17.8,"Cottus gobio",40
"24381",849,3135,"23/10/1985 00:00:00",23,46.6,4.2,18.9,"Salmo trutta fario",15
"7024",369,809,"6/6/2001 00:00:00",33,470,3.9,19.4,"Lepomis gibbosus",21
"13998",342,1678,"13/7/2006 00:00:00",83,105,3.1,18.9,"Barbus barbus",13
"33229",1309,4021,"2/9/2004 00:00:00",28,92,5.5,20.5,"Sander lucioperca",2
"39260",1475,4799,"11/9/1996 00:00:00",80,14,6.5,18.2,"Barbatula barbatula",141
"8503",135,1007,"29/9/1999 00:00:00",43,26,4.1,18,"Salmo trutta fario",47
"6564",368,754,"11/4/1989 00:00:00",34,347,3.9,19.4,"Cyprinus carpio",1
"19788",1006,2495,"19/9/1996 00:00:00",49,10.11,5.7,17.3,"Anguilla anguilla",11
"17493",1011,2169,"13/9/1990 00:00:00",12,62.32,6,18.7,"Leuciscus leuciscus",47
"28013",1324,3574,"25/10/1988 00:00:00",88,16,5.3,19.2,"Barbatula barbatula",3
"12241",244,1474,"23/6/2004 00:00:00",42,294,4,19.6,"Gobio gobio",8
"6354",615,718,"3/8/1989 00:00:00",23,460,4.6,20.3,"Leuciscus leuciscus",2
"33655",1381,4056,"7/9/2006 00:00:00",13,893,5.9,20.2,"Anguilla anguilla",79
"23026",919,2924,"16/9/2005 00:00:00",41,22.62,6,18.2,"Salmo salar",170
"6340",660,717,"1/8/1989 00:00:00",NA,NA,4.7,20.6,"Gasterosteus aculeatus",3
"36562",1880,4465,"2/6/1989 00:00:00",25,32,7,18.8,"Gobio gobio",8
"9305",111,1124,"10/4/2002 00:00:00",18,11,4.1,18.2,"Gobio gobio",3
"7462",662,862,"12/9/1996 00:00:00",35,493,4.5,20.3,"Alburnus alburnus",45
"28404",1437,3606,"9/10/1996 00:00:00",68,125,5,19.3,"Perca fluviatilis",64
"22493",899,2852,"13/9/2006 00:00:00",45,29.16,5.9,18,"Salmo salar",2
"38880",1689,4753,"3/10/1995 00:00:00",5,135,6.6,19.4,"Perca fluviatilis",1
"901",599,109,"24/9/2002 00:00:00",69,20,4,19.8,"Lepomis gibbosus",1
"16117",835,1961,"9/11/1993 00:00:00",98,9,5.6,17.8,"Salmo trutta fario",11
"16159",755,1966,"18/6/1997 00:00:00",8,142.8,5.6,18.4,"Abramis brama",1
